Variable Label,Variable Name,Variable Type
JC-4 Last 12 mos: how often drank alcoholic beverages,DRINK12,raw
JC-5 Last 12 mos: how often binge drank (5+ in couple of hours),BINGE12,raw
JC-6 Last 12 mos: how often smoked marijuana,POT12,raw
JD-1 Ever had vaginal intercourse with male partner,VAGSEX,raw
JD-10 Used condom at last anal sex with a male partner,CONDANAL,raw
JD-11 Was condom used at last sex of any kind with a male partner,CONDSEXL,raw
JD-2 R's age at first vaginal intercourse with male partner (bottom-coded),AGEVAGR,raw
JD-5 Reason for condom use at last vaginal intercourse with male partner,WHYCONDL,raw
JD-6 Ever received oral sex from a male partner,GETORALM,raw
JD-7 R ever gave oral sex to a male partner,GIVORALM,raw
JD-8 Used condom at last oral sex with a male partner,CONDFELL,raw
"JD-8b First oral sex before, after, or during first vaginal sex?",TIMING,raw
JD-9 R ever had anal sex with a male partner,ANALSEX,raw
JF-2d R had sex with multiple male partners around the same time in the past 12 months,RNONMONOG,raw
JF-2YRA Number of male vaginal sex partners in last 12 months (top-coded),VAGNUM12,raw
JF-2YRB Number of male oral sex partners in last 12 months (top-coded),ORALNUM12,raw
JF-2YRC Number of male anal sex partners in last 12 months (top-coded),ANALNUM12,raw
JF-3 Last 12 mos: R had Sex With Male Who Ever Had Sex With Males,BISEXPRT,raw
JF-4 Last 12 mos: R Had Sex With Male Who Was Having Sex With Others,NONMONOG,raw
"JF-5 # of male partners from past 12 mos who were having sex with other people around the same time
(top-coded)",NNONMONOG,raw
JF-6 Last 12 mos: R had sex with male intravenous drug user,MALSHT12,raw
JF-7 Last 12 mos: R took money or drugs from male for sex,PROSTFRQ,raw
JF-8 Last 12 mos: R gave money or drugs to male for sex,JOHNFREQ,raw
JG_1c R had any other sexual experience with another female,FEMSEX,raw
JG-1A Has R ever performed oral sex on another female,GIVORALF,raw
JG-1B Has another female ever performed oral sex on R,GETORALF,raw
JG-4 R's age at first sexual experience with same-sex (female) partner (categorical),SAMESEX1,raw
JG-5 R's relationship with 1st female partner at time of 1st sex with her,FSAMEREL,raw
JG-6 Current legal marital status with regard to women - R not married to a woman,FEMLEGSTAT,raw
JG-7 Number of times R has been married to a woman,FEMMARRN,raw
JG-8 Number of times R has cohabited with a woman without being married,FEMCOHN,raw
JH-1 Was R's last sex partner male or female,MFLASTP,raw
JH-10 R ever (in life) told she had syphilis,SYPHILIS,raw
JH-13 How often parent or adult insulted R or put her down (before age 18),EMOTABUSE,raw
"JH-14 How often parent or adult hit, beat or physically hurt R (before age 18)",PHYSABUSE,raw
JH-15 How often someone made R do sexual things she did not want to (before age 18),SEXABUSE,raw
JH-16 How often someone tried to make sure R's needs were met (before age 18),REVPHYSNEG,raw
JH-17 How often someone tried to make sure R felt love (before age 18),REVEMOTNEG,raw
JH-18 How often R witnessed adults beat each other up (before age 18),WITNESSIPV,raw
JH-19 Lived with parent/guardian who was having alcohol or drug problems (before age 18),LIVDRUGS,raw
JH-1a Had sex wth someone they first met on the internet in past 12 months,DATEAPP,raw
JH-2 R's level of sexual attraction to male and/or female partners,ATTRACT,raw
"JH-20 Lived with parent/guardian who was depressed, mentally ill, or suicidal (before age 18)",LIVDEPRESS,raw
JH-21 Been separated from parent or guardian due to their jail time (before age 18),SEPJAIL,raw
JH-22 How often R treated badly or unfairly because of race (before age 18),RACEDESCRIM,raw
JH-23 How often treated badly or unfairly because of gender identity or sexual orientation (before age 18),GENDDESCRIM,raw
"JH-24 How often saw someone get physically attacked, beaten in neighborhood (before age 18)",WITVIOL,raw
JH-3 R's sexual orientation,ORIENT,raw
JH-3A Would R ever not go for sexual or reproductive health care because parents might find out,CONFCONC,raw
JH-3b Dr spent any time alone with R without a parent,TIMALON,raw
JH-3C Last 12 mos: Doctor asked R about sexual orientation or sex of partners,RISKCHEK1,raw
JH-3D Last 12 mos: Doctor asked R about her number of sexual partners,RISKCHEK2,raw
JH-3E Last 12 mos: Doctor asked R about her use of condoms,RISKCHEK3,raw
JH-3F Last 12 mos: Doctor asked R about the types of sex she has,RISKCHEK4,raw
JH-4 Last 12 mos: R Tested for chlamydia,CHLAMTST,raw
JH-4B Last 12 mos: STD testing (other than chlamydia),STDOTHR12,raw
JH-5 Last 12 mos: R Treated for any STD,STDTRT12,raw
JH-6 Last 12 mos: R told she had gonorrhea,GON,raw
JH-7 Last 12 mos: R told she had chlamydia,CHLAM,raw
JH-8 R ever (in life) told she had genital herpes,HERPES,raw
JH-9 R ever (in life) told she had genital warts,GENWARTS,raw
JH-9A R had positive HPV test in past 5 years,ABNHPV,raw
"JI-0A Total earnings before taxes reported weekly, monthly, or yearly",EARNTYPE,raw
JI-0B total (weekly/monthly/yearly) earnings before taxes,EARN,raw
"JI-0c If DK/RF total earnings, was it $20,000 or more?",EARNDK1,raw
"JI-0d If more than $20,000, was it $50,000 or more (DK/RF total earnings)",EARNDK2,raw
"JI-0e If more than $50,000, was it $75,000 or more (DK/RF total earnings)",EARNDK3,raw
"JI-0f If more than $75,000, was it $100,000 or more (DK/RF total earnings)",EARNDK4,raw
"JI-10 In last 12 months, R or a family member received free or reduced-cost food because couldn't afford
to buy food",FREEFOOD,raw
"JI-11 In last 12 months, R or a family member was hungry because could not afford more food",HUNGRY,raw
"JI-12 In last 12 months, R or a family member didn't see doctor because of cost",MED_COST,raw
JI-13 Had at least one COVID vaccine dose,COVIDVAX,raw
JI-14m Month of first COVID vaccine,COVVAX_M,raw
JI-14y Year of first COVID vaccine,COVVAX_Y,raw
JI-15 Diagnosed or tested positive for COVID,HADCOVID,raw
"JI-2 Prefer to Report Total Income per Week, Month, or Year",TOINCWMY,raw
JI-3 Total combined family Income in prior calendar year (per week/month/year),TOTINC,raw
"JI-3A If DK/RF combined family income, was it less than $50,000 or $50,000 or more?",FMINCDK1,raw
"JI-3B If income less than $50,000, was it less than $35,000?",FMINCDK2,raw
"JI-3C If income less than $35,000, was it less than the poverty threshold?",FMINCDK3,raw
"JI-3D If income more than $50,000, was it $75,000 or more?",FMINCDK4,raw
"JI-3E If income more than $75,000, was it $100,000 or more?",FMINCDK5,raw
"JI-4 R or family member received cash assistance from state/county welfare program in prior calendar
year",PUBASST,raw
JI-5 R or family member received food stamps in prior calendar year,FOODSTMP,raw
JI-6 R or family member received WIC in prior calendar year,WIC,raw
JI-7 R or family member received transportation assistance in prior calendar year,HLPTRANS,raw
JI-8 R or family member received child care services or assistance in prior calendar year,HLPCHLDC,raw
JI-9 R or family member received job training/search help from social services in prior calendar year,HLPJOB,raw
Labor force status,LABORFOR,recode
LABORFOR imputation flag,LABORFOR_I,imputation flag
LIFPRTNR imputation flag,LIFPRTNR_I,imputation flag
LSEXDATE imputation flag,LSEXDATE_I,imputation flag
MARDAT01 imputation flag,MARDAT01_I,imputation flag
MARDAT02 imputation flag,MARDAT02_I,imputation flag
MARDIS01 imputation flag,MARDIS01_I,imputation flag
MARDIS02 imputation flag,MARDIS02_I,imputation flag
MAREND01 imputation flag,MAREND01_I,imputation flag
MAREND02 imputation flag,MAREND02_I,imputation flag
Marital/cohabiting status when 10th pregnancy began,MARCON10,computed in post-processing
Marital/cohabiting status when 10th pregnancy ended,MAROUT10,computed in post-processing
Marital/cohabiting status when 11th pregnancy began,MARCON11,computed in post-processing
Marital/cohabiting status when 11th pregnancy ended,MAROUT11,computed in post-processing
Marital/cohabiting status when 12th pregnancy began,MARCON12,computed in post-processing
Marital/cohabiting status when 12th pregnancy ended,MAROUT12,computed in post-processing
Marital/cohabiting status when 13th pregnancy began,MARCON13,computed in post-processing
Marital/cohabiting status when 13th pregnancy ended,MAROUT13,computed in post-processing
Marital/cohabiting status when 14th pregnancy began,MARCON14,computed in post-processing
Marital/cohabiting status when 14th pregnancy ended,MAROUT14,computed in post-processing
Marital/cohabiting status when 15th pregnancy began,MARCON15,computed in post-processing
Marital/cohabiting status when 15th pregnancy ended,MAROUT15,computed in post-processing
Marital/cohabiting status when 16th pregnancy began,MARCON16,computed in post-processing
Marital/cohabiting status when 16th pregnancy ended,MAROUT16,computed in post-processing
Marital/cohabiting status when 1st pregnancy began,MARCON1,computed in post-processing
Marital/cohabiting status when 1st pregnancy ended,MAROUT1,computed in post-processing
Marital/cohabiting status when 2nd pregnancy began,MARCON2,computed in post-processing
Marital/cohabiting status when 2nd pregnancy ended,MAROUT2,computed in post-processing
Marital/cohabiting status when 3rd pregnancy began,MARCON3,computed in post-processing
Marital/cohabiting status when 3rd pregnancy ended,MAROUT3,computed in post-processing
Marital/cohabiting status when 4th pregnancy began,MARCON4,computed in post-processing
Marital/cohabiting status when 4th pregnancy ended,MAROUT4,computed in post-processing
Marital/cohabiting status when 5th pregnancy began,MARCON5,computed in post-processing
Marital/cohabiting status when 5th pregnancy ended,MAROUT5,computed in post-processing
Marital/cohabiting status when 6th pregnancy began,MARCON6,computed in post-processing
Marital/cohabiting status when 6th pregnancy ended,MAROUT6,computed in post-processing
Marital/cohabiting status when 7th pregnancy began,MARCON7,computed in post-processing
Marital/cohabiting status when 7th pregnancy ended,MAROUT7,computed in post-processing
Marital/cohabiting status when 8th pregnancy began,MARCON8,computed in post-processing
Marital/cohabiting status when 8th pregnancy ended,MAROUT8,computed in post-processing
Marital/cohabiting status when 9th pregnancy began,MARCON9,computed in post-processing
Marital/cohabiting status when 9th pregnancy ended,MAROUT9,computed in post-processing
METH12M1 imputation flag,METH12M1_I,imputation flag
METH12M2 imputation flag,METH12M2_I,imputation flag
METH12M3 imputation flag,METH12M3_I,imputation flag
METH12M4 imputation flag,METH12M4_I,imputation flag
METH3M1 imputation flag,METH3M1_I,imputation flag
METH3M2 imputation flag,METH3M2_I,imputation flag
METH3M3 imputation flag,METH3M3_I,imputation flag
METH3M4 imputation flag,METH3M4_I,imputation flag
Method chosen for use in EK Series & CURBCPLC (FC E-98b),EKMETHOD,computed
"Method used at first intercourse, if any - 1st method",SEX1MTHD1,recode
"Method used at first intercourse, if any - 2nd method",SEX1MTHD2,recode
"Method used at first intercourse, if any - 3rd method",SEX1MTHD3,recode
"Method used at first intercourse, if any - 4th method",SEX1MTHD4,recode
Method used at first sex-1st mention (tot universe) (FC E-32),MTHFSTSX1,computed
Method used at first sex-2nd mention (tot universe) (FC E-32),MTHFSTSX2,computed
Method used at first sex-3rd mention (tot universe) (FC E-32),MTHFSTSX3,computed
Method used at first sex-4th mention (tot universe) (FC E-32),MTHFSTSX4,computed
Method used at last sex in the past 12 months - 1st method,METH12M1,recode
Method used at last sex in the past 12 months - 2nd method,METH12M2,recode
Method used at last sex in the past 12 months - 3rd method,METH12M3,recode
Method used at last sex in the past 12 months - 4th method,METH12M4,recode
Method used at last sex in the past 3 months - 1st method,METH3M1,recode
Method used at last sex in the past 3 months - 2nd method,METH3M2,recode
Method used at last sex in the past 3 months - 3rd method,METH3M3,recode
Method used at last sex in the past 3 months - 4th method,METH3M4,recode
Method(s) used in month of interview - 1st mention (FC E-54),CURRMETH1,computed
Method(s) used in month of interview - 3rd mention (FC E-54),CURRMETH3,computed
Method(s) used in month of interview - 4th mention (FC E-54),CURRMETH4,computed
Method(s) used in month of interview- 2nd mention (FC E-54),CURRMETH2,computed
"Months between 1st intercourse and 1st coresidential union with a man (or date of interview)
(categorical)",SEXUNION,computed in post-processing
Months between 1st intercourse and 1st marriage to a man (or date of interview) (categorical),SEXMAR,computed in post-processing
Months between 1st marriage to a man and 1st birth (or date of interview) (categorical),MAR1BIR1,computed in post-processing
Months between 1st marriage to a man and 1st pregnancy conception (or date of interview) (categorical),MAR1CON1,computed in post-processing
"Months between 1st marriage to a man and dissolution of that marriage (or date of interview)
(categorical)",MAR1DISS,computed in post-processing
Months between 1st pregnancy conception and 1st marriage to a man (or date of interview) (categorical),CON1MAR1,computed in post-processing
Mother's (or mother figure's) education,EDUCMOM,recode
NOSEX12_I imputation flag,NOSEX12_I,imputation flag
"Number of all other children (aged 18 or younger) in household living with R and her current husband or
cohabiting partner (top-coded)",CSPOKDHH,recode
Number of biological children R has had with her current husband or male cohabiting partner,CSPBIOKD,recode
Number of biological/adopted/related/legal children under age 18 in household (top-coded),NUMKDHH,recode
Number of children born in cohabiting unions,CEBOWC,recode
Number of children born outside of marriage,CEBOW,recode
Number of children in HH < 13 yrs with RELAR = codes 3 to 8 (computed in FC A-15) (top-coded),NUMCHILD,computed
Number of children in HH < 19 yrs with RELAR = codes 3 to 10 (computed in FC A-15) (top-coded),HHKIDS18,computed
Number of children in HH < 19 yrs with RELAR = codes 4 to 10 (computed in FC A-15) (top-coded),NONBIOKIDS,computed
Number of completed pregnancies,COMPREG,recode
Number of completed pregnancies ending in induced abortion,ABORTION,recode
Number of completed pregnancies ending in spontaneous pregnancy loss,LOSSNUM,recode
Number of Current Male Sexual Partners-including curr H/P,CURRPRTT,computed
"Number of Current Nonmarital, Noncoresidential Male Sexual Partners",CURRPRTS,computed
Number of different services received in last 12 months (computed in FC F-4),NUMSVC12,computed
Number of family members in household (top-coded),NUMFMHH,recode
"Number of female R's biological children (aged 18 or younger) in household who are not the biological
children of her current husband or cohabiting partner (top-coded)",CSPBSHH,recode
Number of former husbands (including separated) (computed in FC C-22),PREVHUSB,computed
Number of former male cohabiting partners (computed in FC C-34) (top-coded),PREVCOHB,computed
Number of HH members based on HH roster (computed in FC A-15) (top-coded),ROSCNT,computed
Number of live births,PARITY,recode
Number of male partners in past 3 months,NUMP3MOS,recode
Number of methods reported as first method ever used (FC E-13a),NUMFIRSM,computed
Number of Methods Reported in April [interview yr] (FC E-48),NUMMULTX40,computed
Number of Methods Reported in April [interview yr-1] (FC E-48),NUMMULTX28,computed
Number of Methods Reported in April [interview yr-2] (FC E-48),NUMMULTX16,computed
Number of Methods Reported in April [interview yr-3] (FC E-48),NUMMULTX4,computed
Number of Methods Reported in Aug [interview yr] (FC E-48),NUMMULTX44,computed
Number of Methods Reported in Aug [interview yr-1] (FC E-48),NUMMULTX32,computed
Number of Methods Reported in Aug [interview yr-2] (FC E-48),NUMMULTX20,computed
Number of Methods Reported in Aug [interview yr-3] (FC E-48),NUMMULTX8,computed
Number of Methods Reported in Dec [interview yr] (FC E-48),NUMMULTX48,computed
Number of Methods Reported in Dec [interview yr-1] (FC E-48),NUMMULTX36,computed
Number of Methods Reported in Dec [interview yr-2] (FC E-48),NUMMULTX24,computed
Number of Methods Reported in Dec [interview yr-3] (FC E-48),NUMMULTX12,computed
Number of Methods Reported in Feb [interview yr] (FC E-48),NUMMULTX38,computed
Number of Methods Reported in Feb [interview yr-1] (FC E-48),NUMMULTX26,computed
Number of Methods Reported in Feb [interview yr-2] (FC E-48),NUMMULTX14,computed
Number of Methods Reported in Feb [interview yr-3] (FC E-48),NUMMULTX2,computed
Number of Methods Reported in Jan [interview yr] (FC E-48),NUMMULTX37,computed
Number of Methods Reported in Jan [interview yr-1] (FC E-48),NUMMULTX25,computed
Number of Methods Reported in Jan [interview yr-2] (FC E-48),NUMMULTX13,computed
Number of Methods Reported in Jan [interview yr-3] (FC E-48),NUMMULTX1,computed
Number of Methods Reported in July [interview yr] (FC E-48),NUMMULTX43,computed
Number of Methods Reported in July [interview yr-1] (FC E-48),NUMMULTX31,computed
Number of Methods Reported in July [interview yr-2] (FC E-48),NUMMULTX19,computed
Number of Methods Reported in July [interview yr-3] (FC E-48),NUMMULTX7,computed
Number of Methods Reported in June [interview yr] (FC E-48),NUMMULTX42,computed
Number of Methods Reported in June [interview yr-1] (FC E-48),NUMMULTX30,computed
Number of Methods Reported in June [interview yr-2] (FC E-48),NUMMULTX18,computed
Number of Methods Reported in June [interview yr-3] (FC E-48),NUMMULTX6,computed
Number of Methods Reported in March [interview yr] (FC E-48),NUMMULTX39,computed
Number of Methods Reported in March [interview yr-1] (FC E-48),NUMMULTX27,computed
Number of Methods Reported in March [interview yr-2] (FC E-48),NUMMULTX15,computed
Number of Methods Reported in March [interview yr-3] (FC E-48),NUMMULTX3,computed
Number of Methods Reported in May [interview yr] (FC E-48),NUMMULTX41,computed
Number of Methods Reported in May [interview yr-1] (FC E-48),NUMMULTX29,computed
Number of Methods Reported in May [interview yr-2] (FC E-48),NUMMULTX17,computed
Number of Methods Reported in May [interview yr-3] (FC E-48),NUMMULTX5,computed
Number of Methods Reported in Nov [interview yr] (FC E-48),NUMMULTX47,computed
Number of Methods Reported in Nov [interview yr-1] (FC E-48),NUMMULTX35,computed
Number of Methods Reported in Nov [interview yr-2] (FC E-48),NUMMULTX23,computed
Number of Methods Reported in Nov [interview yr-3] (FC E-48),NUMMULTX11,computed
Number of Methods Reported in Oct [interview yr] (FC E-48),NUMMULTX46,computed
Number of Methods Reported in Oct [interview yr-1] (FC E-48),NUMMULTX34,computed
Number of Methods Reported in Oct [interview yr-2] (FC E-48),NUMMULTX22,computed
Number of Methods Reported in Oct [interview yr-3] (FC E-48),NUMMULTX10,computed
Number of Methods Reported in Sept [interview yr] (FC E-48),NUMMULTX45,computed
Number of Methods Reported in Sept [interview yr-1] (FC E-48),NUMMULTX33,computed
Number of Methods Reported in Sept [interview yr-2] (FC E-48),NUMMULTX21,computed
Number of Methods Reported in Sept [interview yr-3] (FC E-48),NUMMULTX9,computed
Number of months between first and last/most recent sexual intercourse with first partner ever,FPDUR,recode
"Number of months between first and most recent sexual intercourse with most recent sexual partner (in
the past 12 months)",PARTDUR1,recode
"Number of months between first and most recent sexual intercourse with second-to-last sexual partner (in
the past 12 months)",PARTDUR2,recode
"Number of months between first and most recent sexual intercourse with third-to-last sexual partner (in
the past 12 months)",PARTDUR3,recode
Number of months of method calendar asked about (FC E-41),NUMMCMON,computed
Number of months of nonintercourse in the 12 months prior to interview,NOSEX12,recode
Number of opposite-sex partners in last 12 months for all types of sex (computed in FC J-14f) (top-coded),OPPYEARNUM,computed
Number of opposite-sex partners in lifetime for all types of sex (computed in FC J-14d) (top-coded),OPPLIFENUM,computed
Number of opposite-sex sexual partners in last 12 months (top-coded),PARTS1YR,recode
Number of opposite-sex sexual partners in lifetime (top-coded),LIFPRTNR,recode
Number of pregnancies ending in live birth,LBPREGS,computed in post-processing
Number of pregnancies ending in live birth in the last 5 years,BIRTHS5,recode
Number of respondent's children (18 or younger) living in household,NCHILDHH,recode
"Number of R's biological children (aged 18 or younger) with current husband or cohabiting partner who
live in the household (top-coded)",CSPBBHH,recode
Number of same-sex partners in last 12 months (computed in FC J-19f) (top-coded),SAMYEARNUM,computed
Number of same-sex partners in lifetime (computed in FC J-19d) (top-coded),SAMLIFENUM,computed
Number of times identified a clinic as source of service (computed in FC F-8a),IDCLINIC,computed
Number of times R has been married to a man,FMARNO,recode
NUMP3MOS imputation flag,NUMP3MOS_I,imputation flag
Opposite-sex cohabitation experience relative to first marriage to a man,COHSTAT,recode
Outcome of first cohabitation to a man,COHOUT,recode
Outcome of pregnancy - 10th,OUTCOM10,computed in post-processing
Outcome of pregnancy - 11th,OUTCOM11,computed in post-processing
Outcome of pregnancy - 12th,OUTCOM12,computed in post-processing
Outcome of pregnancy - 13th,OUTCOM13,computed in post-processing
Outcome of pregnancy - 14th,OUTCOM14,computed in post-processing
Outcome of pregnancy - 15th,OUTCOM15,computed in post-processing
Outcome of pregnancy - 16th,OUTCOM16,computed in post-processing
Outcome of pregnancy - 1st,OUTCOM1,computed in post-processing
Outcome of pregnancy - 2nd,OUTCOM2,computed in post-processing
Outcome of pregnancy - 3rd,OUTCOM3,computed in post-processing
Outcome of pregnancy - 4th,OUTCOM4,computed in post-processing
Outcome of pregnancy - 5th,OUTCOM5,computed in post-processing
Outcome of pregnancy - 6th,OUTCOM6,computed in post-processing
Outcome of pregnancy - 7th,OUTCOM7,computed in post-processing
Outcome of pregnancy - 8th,OUTCOM8,computed in post-processing
Outcome of pregnancy - 9th,OUTCOM9,computed in post-processing
PARAGE14 imputation flag,PARAGE14_I,imputation flag
Parental living situation at age 14,PARAGE14,recode
PARTDUR1 imputation flag,PARTDUR1_I,imputation flag
PARTDUR2 imputation flag,PARTDUR2_I,imputation flag
PARTDUR3 imputation flag,PARTDUR3_I,imputation flag
PARTS1YR imputation flag,PARTS1YR_I,imputation flag
Place of residence (metropolitan-nonmetropolitan),METRO,recode
POVERTY imputation flag,POVERTY_I,imputation flag
PREGNUM imputation flag,PREGNUM_I,imputation flag
Quarter when case was sampled,QUARTER,raw
R currently in same-sex marriage or cohabitation (computed in FC A-17),SSMARCOH,computed
R is living with parents or parent figures--based on HH roster (computed in FC A-25),WTHPARNW,computed
R is surgically sterile at interview due to hysterectomy (computed in FC D-2),HYST,computed
"R is surgically sterile at interview due to tubal sterilization, either unreversed or reversal failure (computed
in FC D-16)",TUBS,computed
Race and Hispanic origin - based on 1997 OMB guidelines,HISPRACE2,recode
Randomized version of the Variance Estimation Cluster,VECL,weight-related
Randomized version of the Variance Estimation Stratum,VEST,weight-related
Relationship at first sexual intercourse with most recent sexual partner (in the past 12 months),RELATP1,recode
Relationship at first sexual intercourse with second-to-last sexual partner (in the past 12 months),RELATP2,recode
Relationship at first sexual intercourse with third-to-last sexual partner (in the past 12 months),RELATP3,recode
Relationship of 2nd-to-last partner to R,P1YRELP2,raw
Relationship of 3rd-to-last partner to R,P1YRELP3,raw
Relationship of last partner to R,P1YRELP1,raw
RELATP1 imputation flag,RELATP1_I,imputation flag
RELATP2 imputation flag,RELATP2_I,imputation flag
RELATP3 imputation flag,RELATP3_I,imputation flag
RELIGION imputation flag,RELIGION_I,imputation flag
Respondent ID number,CASEID,raw
Respondent's Sterility Status at Time of Interview (computed in FC D-27),RSTRSTAT,computed
R's age as reported in screener,RSCRAGE,raw
R's age at first sexual intercourse (bottom-coded),VRY1STAG,computed in post-processing
R's age at household screener (FC A-4),AGESCRN,raw
R's age at interview,AGER,recode
R's age at interview (FC A-2b),AGE_R,raw
R's age at last or most recent sexual intercourse (bottom-coded),LSEXRAGE,computed in post-processing
R's age when pregnancy began - 10th,AGECON10,computed in post-processing
R's age when pregnancy began - 11th,AGECON11,computed in post-processing
R's age when pregnancy began - 12th,AGECON12,computed in post-processing
R's age when pregnancy began - 13th,AGECON13,computed in post-processing
R's age when pregnancy began - 14th,AGECON14,computed in post-processing
R's age when pregnancy began - 15th,AGECON15,computed in post-processing
R's age when pregnancy began - 1st,AGECON1,computed in post-processing
R's age when pregnancy began - 2nd,AGECON2,computed in post-processing
R's age when pregnancy began - 3rd,AGECON3,computed in post-processing
R's age when pregnancy began - 4th,AGECON4,computed in post-processing
R's age when pregnancy began - 5th,AGECON5,computed in post-processing
R's age when pregnancy began - 6th,AGECON6,computed in post-processing
R's age when pregnancy began - 7th,AGECON7,computed in post-processing
R's age when pregnancy began - 8th,AGECON8,computed in post-processing
R's age when pregnancy began - 9th,AGECON9,computed in post-processing
R's age when pregnancy ended - 10th,AGEPRG10,computed in post-processing
R's age when pregnancy ended - 11th,AGEPRG11,computed in post-processing
R's age when pregnancy ended - 12th,AGEPRG12,computed in post-processing
R's age when pregnancy ended - 13th,AGEPRG13,computed in post-processing
R's age when pregnancy ended - 14th,AGEPRG14,computed in post-processing
R's age when pregnancy ended - 15th,AGEPRG15,computed in post-processing
R's age when pregnancy ended - 16th,AGECON16,computed in post-processing
R's age when pregnancy ended - 16th,AGEPRG16,computed in post-processing
R's age when pregnancy ended - 1st,AGEPRG1,computed in post-processing
R's age when pregnancy ended - 2nd,AGEPRG2,computed in post-processing
R's age when pregnancy ended - 3rd,AGEPRG3,computed in post-processing
R's age when pregnancy ended - 4th,AGEPRG4,computed in post-processing
R's age when pregnancy ended - 5th,AGEPRG5,computed in post-processing
R's age when pregnancy ended - 6th,AGEPRG6,computed in post-processing
R's age when pregnancy ended - 7th,AGEPRG7,computed in post-processing
R's age when pregnancy ended - 8th,AGEPRG8,computed in post-processing
R's age when pregnancy ended - 9th,AGEPRG9,computed in post-processing
"R's current H/P is surgically sterile at interview due to vasectomy, either unreversed or reversal failure
(computed in FC D-16)",VASECT,computed
R's experience with adoption (based on BD series) (computed in FC B-47),BD_ADOPT,computed
R's Hispanic origin as reported in screener,RSCRHISP,raw
R's race as reported in screener,RSCRRACE,raw
Second named method used in month prior to interview from method history calendar (computed in FC E-54),LSTMONMETH2,computed
SEX1MTHD1 imputation flag,SEX1MTHD1_I,imputation flag
SEX1MTHD2 imputation flag,SEX1MTHD2_I,imputation flag
SEX1MTHD3 imputation flag,SEX1MTHD3_I,imputation flag
SEX1MTHD4 imputation flag,SEX1MTHD4_I,imputation flag
SEXONCE imputation flag,SEXONCE_I,imputation flag
SEXP3MO_I imputation flag,SEXP3MO_I,imputation flag
Source of HIV test received in the last 12 months,FPTITHIV,recode
Source of service in the last 12 months: Check-up or medical test related to using a birth control method,FPTITCHK,recode
Source of service in the last 12 months: Counseling about BC,FPTITCBC,recode
Source of service in the last 12 months: Counseling about Emergency Contraception,FPTITCEC,recode
Source of service in the last 12 months: Counseling about sterilization,FPTITCST,recode
Source of service in the last 12 months: Emergency Contraception,FPTITEC,recode
Source of service in the last 12 months: Method of birth control or prescription for a method,FPTITBC,recode
Source of service in the last 12 months: Pap smear,FPTITPAP,recode
Source of service in the last 12 months: Pelvic exam,FPTITPEL,recode
Source of service in the last 12 months: Post-pregnancy care,FPTITPPR,recode
Source of service in the last 12 months: Pregnancy test,FPTITPRE,recode
Source of service in the last 12 months: Prenatal Care,FPTITPRN,recode
Source of service in the last 12 months: Sterilization operation,FPTITSTE,recode
Source of service in the last 12 months: Testing for STD,FPTITSTD,recode
Sterility Status of R's Current H/P at Time of Interview (computed in FC D-27),PSTRSTAT,computed
Third named method used in month prior to interview from method history calendar (computed in FC E-54),LSTMONMETH3,computed
Total income of R's family,TOTINCR,recode
Total number of pregnancies (including current),PREGNUM,recode
TOTINCR imputation flag,TOTINCR_I,imputation flag
Type of household/family structure,HHFAMTYP,recode
Type of parental situation in household,HHPARTYP,recode
Type of sterilization operation in effect,STRLOPER,recode
VRY1STSX imputation flag,VRY1STSX_I,imputation flag
Wantedness of 10th pregnancy at time of conception -- Respondent,WANTRP10,computed in post-processing
Wantedness of 10th pregnancy at time of conception -- Respondent's partner,WANTP10,computed in post-processing
Wantedness of 11th pregnancy at time of conception -- Respondent,WANTRP11,computed in post-processing
Wantedness of 11th pregnancy at time of conception -- Respondent's partner,WANTP11,computed in post-processing
Wantedness of 12th pregnancy at time of conception -- Respondent,WANTRP12,computed in post-processing
Wantedness of 12th pregnancy at time of conception -- Respondent's partner,WANTP12,computed in post-processing
Wantedness of 13th pregnancy at time of conception -- Respondent,WANTRP13,computed in post-processing
Wantedness of 13th pregnancy at time of conception -- Respondent's partner,WANTP13,computed in post-processing
Wantedness of 14th pregnancy at time of conception -- Respondent,WANTRP14,computed in post-processing
Wantedness of 14th pregnancy at time of conception -- Respondent's partner,WANTP14,computed in post-processing
Wantedness of 15th pregnancy at time of conception -- Respondent,WANTRP15,computed in post-processing
Wantedness of 15th pregnancy at time of conception -- Respondent's partner,WANTP15,computed in post-processing
Wantedness of 16th pregnancy at time of conception -- Respondent,WANTRP16,computed in post-processing
Wantedness of 16th pregnancy at time of conception -- Respondent's partner,WANTP16,computed in post-processing
Wantedness of 1st pregnancy at time of conception -- Respondent,WANTRP1,computed in post-processing
Wantedness of 1st pregnancy at time of conception -- Respondent's partner,WANTP1,computed in post-processing
Wantedness of 2nd pregnancy at time of conception -- Respondent,WANTRP2,computed in post-processing
Wantedness of 2nd pregnancy at time of conception -- Respondent's partner,WANTP2,computed in post-processing
Wantedness of 3rd pregnancy at time of conception -- Respondent,WANTRP3,computed in post-processing
Wantedness of 3rd pregnancy at time of conception -- Respondent's partner,WANTP3,computed in post-processing
Wantedness of 4th pregnancy at time of conception -- Respondent,WANTRP4,computed in post-processing
Wantedness of 4th pregnancy at time of conception -- Respondent's partner,WANTP4,computed in post-processing
Wantedness of 5th pregnancy at time of conception -- Respondent,WANTRP5,computed in post-processing
